node_id,betweenness_ego,closeness_ego,delta_clustering_ego,delta_diameter_ego,n_components_no_self_ego,delta_density_ego,betweenness_centrality,closeness_centrality,same_community@0.01,n_neighboring_communities@0.01,same_community@0.45,n_neighboring_communities@0.45,same_community@0.90,n_neighboring_communities@0.90,same_community@1.34,n_neighboring_communities@1.34,same_community@1.78,n_neighboring_communities@1.78,same_community@2.23,n_neighboring_communities@2.23,same_community@2.67,n_neighboring_communities@2.67,same_community@3.11,n_neighboring_communities@3.11,same_community@3.56,n_neighboring_communities@3.56,same_community@4.00,n_neighboring_communities@4.00,mean_same,mean_neighboring,percentile_same_10,percentile_neighboring_10,percentile_same_25,percentile_neighboring_25,percentile_same_75,percentile_neighboring_75,percentile_same_90,percentile_neighboring_90
49335,0.2452251993028227,1.0,-0.0289184786996654,3,1,-0.0151013412582354,0.0011254943594322,0.2736108528628464,1.0,1,0.813953488372093,5,0.5697674418604651,7,0.2325581395348837,9,0.5813953488372093,13,0.5930232558139535,13,0.2906976744186046,19,0.4883720930232558,20,0.4767441860465116,21,0.5,19,0.5546511627906977,12.7,0.2848837209302325,4.6,0.4796511627906977,7.5,0.5901162790697675,19.0,0.8325581395348837,20.1
55416,0.6893939393939394,1.0,-0.3052889139845661,21,2,-0.0734048560135516,0.0005419898985053,0.2530633171432795,1.0,1,0.6818181818181818,4,0.9090909090909092,3,0.6818181818181818,8,0.7727272727272727,6,0.7272727272727273,7,0.5909090909090909,8,0.5909090909090909,8,0.3636363636363636,10,0.6818181818181818,7,0.7,6.2,0.5681818181818182,2.8,0.6136363636363636,4.5,0.7613636363636364,8.0,0.918181818181818,8.2
56358,0.3363239914021168,1.0,-0.0833539661017955,128,3,-0.0077575283243887,0.0036162419838721,0.2726381159990061,1.0,1,0.8294573643410853,5,0.7751937984496124,7,0.7441860465116279,11,0.7829457364341085,10,0.7674418604651163,11,0.751937984496124,15,0.7596899224806202,14,0.7286821705426356,16,0.7209302325581395,16,0.7860465116279067,10.6,0.727906976744186,4.6,0.7461240310077519,7.75,0.7810077519379844,14.75,0.8465116279069768,16.0
64003,0.6782456140350878,1.0,-0.2049177507260214,19,4,-0.0781954887218044,0.0006981636976709,0.2375631745575596,1.0,1,0.75,4,0.75,3,0.65,4,0.7,4,0.7,4,0.35,10,0.55,8,0.5,6,0.6,7,0.6549999999999999,5.1,0.485,2.8,0.5625,4.0,0.7375,6.75,0.7749999999999999,8.2
64714,0.837962962962963,1.0,-0.389724875251191,36,9,-0.0485222064169432,0.0028738173582993,0.2485225775491107,1.0,1,0.5945945945945946,4,0.7297297297297297,10,0.6216216216216216,9,0.7567567567567568,8,0.7837837837837838,8,0.5675675675675675,9,0.6756756756756757,12,0.6216216216216216,13,0.6756756756756757,11,0.7027027027027026,8.5,0.591891891891892,3.7,0.6216216216216216,8.0,0.75,10.75,0.8054054054054053,12.1
66411,0.8578125000000001,1.0,-0.329808176599042,63,7,-0.028998778998779,0.0072036050559412,0.2661197338528228,1.0,1,0.453125,4,0.5,9,0.59375,11,0.515625,14,0.484375,18,0.34375,19,0.375,18,0.453125,15,0.28125,20,0.5,12.9,0.3375,3.7,0.39453125,9.5,0.51171875,18.0,0.6343749999999999,19.1
71844,0.6701754385964912,1.0,-0.2162537295620001,4,1,-0.0781954887218044,0.0001863951908262,0.2482327380560747,1.0,1,0.65,4,0.75,4,0.7,4,0.7,5,0.65,7,0.6,7,0.6,8,0.45,9,0.65,7,0.675,5.6,0.585,3.7,0.6125,4.0,0.7,7.0,0.7749999999999999,8.1
72504,0.3590476190476191,1.0,-0.174702380952381,1,1,-0.0821428571428571,0.0001231369553736,0.2414738832031205,1.0,1,0.9333333333333332,2,0.8666666666666667,3,0.8666666666666667,3,0.8666666666666667,3,0.8666666666666667,3,0.8666666666666667,3,0.7333333333333333,5,0.6666666666666666,6,0.8,4,0.8466666666666669,3.3,0.7266666666666666,1.9,0.8166666666666667,3.0,0.8666666666666667,3.75,0.94,5.1
79185,0.4280992723767661,1.0,-0.1172560509392719,68,4,-0.0204968944099379,0.0027319011339221,0.2695239427699499,1.0,1,0.7101449275362319,6,0.8115942028985508,7,0.3333333333333333,10,0.7971014492753623,10,0.7971014492753623,12,0.4202898550724637,13,0.7681159420289855,13,0.6956521739130435,14,0.7681159420289855,13,0.7101449275362319,9.9,0.4115942028985507,5.5,0.6992753623188406,7.75,0.7971014492753623,13.0,0.8304347826086956,13.1
84491,0.3375124589820086,1.0,-0.0574416685814789,148,3,-0.0101299957675796,0.0039890335985144,0.2829259281508825,1.0,1,0.8523489932885906,4,0.4093959731543624,8,0.3691275167785235,13,0.5302013422818792,13,0.4563758389261745,14,0.2483221476510067,24,0.1879194630872483,26,0.3557046979865771,25,0.348993288590604,24,0.4758389261744966,15.2,0.2422818791946308,3.7,0.3506711409395973,9.25,0.511744966442953,24.0,0.8671140939597315,25.1
5874,0.0,1.0,-1.0,0,1,0.0,0.0,0.1909045703877943,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14789,0.6172595520421607,1.0,-0.2422182990117773,22,2,-0.0688405797101449,0.0010302453323077,0.247220671994358,1.0,1,0.6956521739130435,5,0.8260869565217391,5,0.782608695652174,5,0.8260869565217391,5,0.8260869565217391,5,0.7391304347826086,6,0.6956521739130435,8,0.5652173913043478,10,0.7391304347826086,7,0.7695652173913042,5.7,0.6826086956521739,4.6,0.7065217391304348,5.0,0.8260869565217391,6.75,0.8434782608695651,8.2
33245,0.7666666666666666,1.0,-0.6952380952380952,5,3,-0.2285714285714285,6.394863626401228e-05,0.214188866765777,1.0,1,0.8333333333333334,2,0.8333333333333334,2,0.8333333333333334,2,1.0,1,1.0,1,0.8333333333333334,2,1.0,1,0.3333333333333333,4,1.0,1,0.8666666666666666,1.7,0.7833333333333334,1.0,0.8333333333333334,1.0,1.0,2.0,1.0,2.1999999999999993
34338,0.0,1.0,-1.0,0,1,0.0,0.0,0.1909045703877943,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35425,0.7201587301587303,1.0,-0.0844625912807731,20,4,-0.0744588744588744,0.0008738674151396,0.2238185864076995,1.0,1,0.7619047619047619,3,0.5714285714285714,5,0.3809523809523809,6,0.5714285714285714,5,0.5714285714285714,4,0.4285714285714285,8,0.5714285714285714,7,0.5238095238095238,7,0.5238095238095238,8,0.5904761904761904,5.4,0.4238095238095238,2.8,0.5238095238095238,4.25,0.5714285714285714,7.0,0.7857142857142856,8.0
45957,0.5714285714285714,1.0,0.0634920634920634,7,2,-0.126984126984127,9.199351097551776e-05,0.2215836340916542,1.0,1,0.75,2,0.5,4,0.5,4,0.5,4,0.5,4,0.5,5,0.5,4,0.5,3,0.5,4,0.575,3.5,0.5,1.9,0.5,3.25,0.5,4.0,0.7749999999999999,4.1
50498,0.8204453441295547,1.0,-0.1434841109183214,38,3,-0.0450067476383266,0.0024040122877386,0.2358707847530583,1.0,1,0.8974358974358975,3,0.8717948717948718,5,0.8461538461538461,6,0.7692307692307693,7,0.7948717948717948,7,0.7435897435897436,10,0.717948717948718,8,0.717948717948718,9,0.5384615384615384,10,0.7897435897435898,6.6,0.7,2.8,0.7243589743589743,5.25,0.8653846153846154,8.75,0.9076923076923076,10.0
64959,0.4418367346938775,1.0,-0.1239644297924986,56,2,-0.0221242762077608,0.0024923195063439,0.2709594058202172,1.0,1,0.7894736842105263,4,0.6842105263157895,8,0.6491228070175439,9,0.7192982456140351,8,0.7368421052631579,10,0.4561403508771929,12,0.543859649122807,13,0.5614035087719298,14,0.543859649122807,12,0.6684210526315789,9.1,0.5350877192982456,3.7,0.5482456140350878,8.0,0.7324561403508771,12.0,0.8105263157894737,13.1
71391,0.8681318681318682,1.0,-0.5319902319902319,13,6,-0.1201465201465201,0.000842422760933,0.2183502248388146,1.0,1,0.7857142857142857,2,0.7857142857142857,3,0.9285714285714286,2,0.7857142857142857,3,0.8571428571428571,3,0.9285714285714286,2,0.8571428571428571,3,0.6428571428571429,6,0.7857142857142857,4,0.8357142857142857,2.9,0.7714285714285715,1.9,0.7857142857142857,2.0,0.9107142857142856,3.0,0.9357142857142856,4.199999999999999
73805,0.5925925925925927,1.0,-0.1588888888888888,8,2,-0.1444444444444444,0.0001071051170139,0.2305014363256344,1.0,1,0.6666666666666666,4,0.8888888888888888,2,0.6666666666666666,4,0.7777777777777778,3,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,4,0.4444444444444444,6,0.6666666666666666,4,0.7111111111111111,3.6,0.6444444444444444,1.9,0.6666666666666666,3.25,0.75,4.0,0.8999999999999999,4.199999999999999
9497,0.868690162632217,1.0,-0.1917094982488921,67,7,-0.027255029201817,0.0094301806535997,0.2798888572961377,1.0,1,0.2941176470588235,4,0.3823529411764705,13,0.3970588235294117,17,0.2352941176470588,19,0.2647058823529412,21,0.2647058823529412,27,0.3088235294117647,27,0.2794117647058823,28,0.25,30,0.3676470588235294,18.7,0.2485294117647059,3.7,0.2647058823529412,14.0,0.3639705882352941,27.0,0.4573529411764703,28.2
54775,0.2857142857142857,1.0,-0.2119047619047619,1,1,-0.1309523809523809,2.468215875304324e-05,0.2069180717686291,1.0,1,0.7142857142857143,3,0.7142857142857143,2,0.8571428571428571,2,0.7142857142857143,3,0.7142857142857143,3,0.5714285714285714,3,0.5714285714285714,4,0.7142857142857143,3,0.7142857142857143,3,0.7285714285714285,2.7,0.5714285714285714,1.9,0.7142857142857143,2.25,0.7142857142857143,3.0,0.8714285714285713,3.0999999999999996
55543,0.4603174603174603,1.0,-0.1892857142857142,6,2,-0.1547619047619047,0.0001609154280108,0.2259619223811851,1.0,1,0.7142857142857143,3,0.7142857142857143,3,0.8571428571428571,2,0.7142857142857143,3,0.7142857142857143,3,0.5714285714285714,3,0.7142857142857143,3,0.7142857142857143,3,0.7142857142857143,3,0.7428571428571429,2.7,0.7000000000000001,1.9,0.7142857142857143,3.0,0.7142857142857143,3.0,0.8714285714285713,3.0
60793,0.5899397473275023,1.0,-0.1426764933690076,49,4,-0.0272428971588635,0.0012685122365561,0.2618832012410793,1.0,1,0.62,6,0.7,8,0.54,9,0.7,10,0.7,11,0.44,14,0.64,15,0.66,14,0.68,14,0.668,10.2,0.53,5.5,0.625,8.25,0.7,14.0,0.7299999999999999,14.1
69509,0.5833333333333333,1.0,-0.6,3,2,-0.2666666666666666,9.226994975020724e-06,0.2148064690014207,1.0,1,1.0,1,0.75,2,0.25,3,0.75,2,0.75,2,0.5,3,0.75,2,0.5,3,0.75,2,0.7,2.1,0.475,1.0,0.5625,2.0,0.75,2.75,1.0,3.0
74685,0.8704710144927537,1.0,-0.192143547273982,23,8,-0.0707246376811594,0.0016082413141518,0.2472734242834174,1.0,1,0.7083333333333334,5,0.5833333333333334,8,0.3333333333333333,9,0.4166666666666667,11,0.3333333333333333,12,0.4166666666666667,9,0.4166666666666667,9,0.375,12,0.3333333333333333,12,0.4916666666666667,8.8,0.3333333333333333,4.6,0.34375,8.25,0.5416666666666667,11.75,0.7374999999999999,12.0
1813,0.2548981629338772,1.0,-0.0266152611177301,111,2,-0.0103842780833931,0.0031158026478211,0.2702292651749186,1.0,1,0.7053571428571429,5,0.8035714285714286,7,0.7232142857142857,8,0.5714285714285714,8,0.5714285714285714,9,0.5714285714285714,13,0.5714285714285714,11,0.5714285714285714,11,0.5714285714285714,11,0.6660714285714284,8.4,0.5714285714285714,4.6,0.5714285714285714,7.25,0.71875,11.0,0.8232142857142857,11.2
8545,0.6666666666666666,1.0,-0.5833333333333334,2,2,-0.3333333333333333,8.34619808795684e-06,0.1961316851479235,1.0,1,1.0,1,0.6666666666666666,2,1.0,1,1.0,1,1.0,1,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.6666666666666666,2,0.8333333333333334,1.5,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,2.0,1.0,2.0
21182,0.5833333333333334,1.0,-0.196111111111111,8,3,-0.1277777777777777,0.000219721356503,0.1993596194098438,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23161,0.0,1.0,0.0,0,1,0.0,0.0,0.1843481836398759,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23931,0.8257080610021786,1.0,-0.4944321588284436,17,6,-0.0915032679738561,0.0005603679827474,0.2186294333688156,1.0,1,0.9444444444444444,2,0.5555555555555556,5,0.7777777777777778,4,0.4444444444444444,6,0.6111111111111112,5,0.7222222222222222,4,0.6666666666666666,6,0.8333333333333334,4,0.6111111111111112,7,0.7166666666666668,4.4,0.5444444444444445,1.9,0.6111111111111112,4.0,0.8194444444444444,5.75,0.95,6.1
24948,0.9,1.0,-0.35,4,4,-0.3,0.0003026258229331,0.1841528823064532,1.0,1,1.0,1,0.8,2,0.8,2,0.6,3,0.6,3,0.8,2,0.8,2,0.8,2,0.8,2,0.7999999999999998,2.0,0.6,1.0,0.8,2.0,0.8,2.0,1.0,3.0
27133,0.0666666666666666,1.0,-0.0142857142857143,0,1,-0.057142857142857,4.891558492119919e-06,0.1963088858874036,1.0,1,1.0,1,1.0,1,1.0,1,0.8333333333333334,2,0.8333333333333334,2,1.0,1,1.0,1,1.0,1,1.0,1,0.9666666666666666,1.2,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,2.0
35673,0.5883838383838385,1.0,-0.3377455877455877,11,2,-0.1212121212121211,0.0004178724092112,0.1856575492990953,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.8333333333333334,2,0.9833333333333334,1.1,0.9833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0999999999999996
35715,0.8027777777777777,1.0,-0.239947496947497,24,3,-0.0679487179487179,0.0011129932649353,0.2420848263642816,1.0,1,0.52,4,0.72,5,0.92,3,0.88,4,0.84,3,0.48,4,0.6,5,0.48,8,0.56,7,0.7,4.4,0.48,2.8,0.53,3.25,0.87,5.0,0.928,7.1
37376,0.7619047619047619,1.0,-0.1488095238095237,6,4,-0.2023809523809523,0.0002221763318286,0.2074036210759651,1.0,1,0.8571428571428571,2,0.7142857142857143,3,0.8571428571428571,2,0.7142857142857143,3,0.7142857142857143,3,0.7142857142857143,3,0.5714285714285714,4,0.7142857142857143,3,0.5714285714285714,4,0.7428571428571429,2.8,0.5714285714285714,1.9,0.7142857142857143,2.25,0.8214285714285714,3.0,0.8714285714285713,4.0
39533,0.5650793650793652,1.0,-0.0498094035594035,14,2,-0.0952380952380952,0.0003227171799858,0.1978618976954712,1.0,1,1.0,1,1.0,1,0.9333333333333332,2,0.7333333333333333,3,0.7333333333333333,3,0.9333333333333332,2,0.9333333333333332,2,0.9333333333333332,2,0.9333333333333332,2,0.9133333333333334,1.9,0.7333333333333333,1.0,0.9333333333333332,1.25,0.9833333333333334,2.0,1.0,3.0
39731,0.8301767676767677,1.0,-0.3129161007837479,32,3,-0.0529188948306595,0.0018890016763264,0.2399350899380229,1.0,1,0.7575757575757576,4,0.6060606060606061,5,0.8787878787878788,5,0.7272727272727273,5,0.4242424242424242,8,0.7272727272727273,6,0.7878787878787878,7,0.7272727272727273,6,0.6060606060606061,9,0.7242424242424244,5.6,0.5878787878787879,3.7,0.6363636363636364,5.0,0.7803030303030303,6.75,0.8909090909090909,8.1
51356,0.0,1.0,-1.0,0,1,0.0,0.0,0.1834306252317348,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,0.5,2,0.95,1.1,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0999999999999996
53647,0.75,1.0,-0.705026455026455,7,3,-0.1825396825396825,0.0001676454819246,0.2074737609545839,1.0,1,0.875,2,0.375,4,0.875,2,0.75,2,0.25,4,0.5,3,0.375,3,0.75,3,0.5,5,0.625,2.9,0.3625,1.9,0.40625,2.0,0.84375,3.75,0.8875,4.1
63397,0.1666666666666666,1.0,-0.2833333333333332,0,1,-0.1333333333333334,6.570581381255295e-05,0.1837505680055318,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63448,0.0,1.0,0.0,0,1,0.0,0.0,0.1834435306121993,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69438,0.6742424242424243,1.0,-0.4211344211344212,4,1,-0.1235431235431235,0.0002669094771537,0.1969650901668709,1.0,1,1.0,1,0.9166666666666666,2,0.9166666666666666,2,0.6666666666666666,3,0.8333333333333334,2,0.9166666666666666,2,0.8333333333333334,2,0.75,2,0.8333333333333334,2,0.8666666666666666,1.9,0.7416666666666667,1.0,0.8333333333333334,2.0,0.9166666666666666,2.0,1.0,2.0999999999999996
72546,0.0,1.0,0.0,0,1,0.0,0.0,0.1834435306121993,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
75605,0.7478632478632479,1.0,-0.2353479853479853,12,2,-0.1153846153846153,0.0003768540591733,0.1998217896583128,1.0,1,1.0,1,0.9230769230769232,2,0.6153846153846154,3,0.6923076923076923,3,0.6923076923076923,2,0.6153846153846154,4,0.6153846153846154,4,0.7692307692307693,3,0.6923076923076923,4,0.7615384615384615,2.7,0.6153846153846154,1.0,0.6346153846153846,2.0,0.8846153846153847,3.75,1.0,4.0
77229,0.6904761904761905,1.0,-0.238095238095238,6,3,-0.1904761904761904,0.0001621066816729,0.2057140868542965,1.0,1,0.8571428571428571,2,0.4285714285714285,4,0.7142857142857143,3,0.8571428571428571,2,0.7142857142857143,3,0.5714285714285714,4,0.5714285714285714,4,0.4285714285714285,4,0.5714285714285714,3,0.6714285714285714,3.0,0.4285714285714285,1.9,0.5714285714285714,2.25,0.8214285714285714,4.0,0.8714285714285713,4.0
78028,0.7000000000000001,1.0,-0.6061616161616161,9,3,-0.1494949494949495,0.0003278344031878,0.1957929430319513,1.0,1,1.0,1,0.8,2,1.0,1,0.6,3,0.8,2,1.0,1,0.8,2,0.9,2,0.9,2,0.8799999999999999,1.7,0.78,1.0,0.8,1.0,1.0,2.0,1.0,2.0999999999999996
79437,0.7002635046113306,1.0,-0.200840313068574,22,3,-0.0691699604743083,0.0010277621578788,0.2382143001559084,1.0,1,0.8260869565217391,3,0.6086956521739131,5,0.8260869565217391,5,0.7391304347826086,6,0.6521739130434783,6,0.6956521739130435,6,0.6956521739130435,7,0.6086956521739131,6,0.4347826086956521,10,0.708695652173913,5.5,0.591304347826087,2.8,0.6195652173913044,5.0,0.8043478260869565,6.0,0.8434782608695651,7.299999999999999
80388,0.0,1.0,0.0,0,1,0.0,0.0,0.1837473306805141,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83411,0.7634920634920634,1.0,-0.2962301587301587,14,3,-0.1047619047619047,0.0008053090942065,0.2128773189930394,1.0,1,1.0,1,1.0,1,1.0,1,0.7333333333333333,4,0.6,3,1.0,1,0.9333333333333332,2,0.9333333333333332,2,0.7333333333333333,2,0.8933333333333332,1.8,0.72,1.0,0.7833333333333333,1.0,1.0,2.0,1.0,3.0999999999999996
87258,0.7612085769980506,1.0,-0.2669799498746866,18,4,-0.0859649122807017,0.0022765915366684,0.2420005682396914,1.0,1,0.8421052631578947,3,0.4736842105263157,7,0.4210526315789473,4,0.5789473684210527,5,0.5789473684210527,5,0.4736842105263157,6,0.631578947368421,6,0.5789473684210527,6,0.4736842105263157,7,0.605263157894737,5.0,0.4684210526315789,2.8,0.4736842105263157,4.25,0.618421052631579,6.0,0.8578947368421052,7.0
